,App ID,AppName,,Reviews,Rating,,,
937,439438619,Snapseed,0,8683,4,4+,Photo & Video,1
938,439495358,北京浮生记,0.99,44,4.5,17+,Games,1
940,439628153,My PlayHome,3.99,3523,4.5,4+,Entertainment,1
941,439638720,腾讯手机管家-拦截骚扰电话的QQ安全助手,0,527,4,4+,Utilities,1
942,439852091,5K Runner: 0 to 5K Run Trainer. Couch potato to 5K,4.99,10368,5,4+,Health & Fitness,1
943,439873467,Magic Jigsaw Puzzles,0,187666,4.5,4+,Games,1
944,440045374,DragonVale,0,503230,4.5,4+,Games,1
945,440141669,SHADOWGUN,4.99,4513,4,12+,Games,1
946,440488550,PlayerXtreme Media Player PRO - Movies & streaming,4.99,125,3.5,4+,Utilities,1
947,440677948,Lieferheld - Delicious food delivery service,0,29,4.5,12+,Food & Drink,1
949,440948110,Kwai - Share your video moments,0,668,4.5,17+,Photo & Video,1
950,441179131,ibis Paint - speed painting,4.99,112,4.5,12+,Entertainment,1
951,441216572,360手机卫士-超安全的来电防骚扰助手,0,944,4,4+,Utilities,1
952,441457218,"Photo Lab: Picture Editor, effects & fun face app",0,34585,4.5,12+,Photo & Video,1
953,441599491,ConjuVerb - Spanish Verb Conjugation Helper,0.99,406,4.5,4+,Education,1
954,442012681,Skype for iPad,0,60163,4,4+,Social Networking,1
955,442378070,Book Creator for iPad,4.99,415,4,4+,Education,1
956,442522082,Modern Combat 3: Fallen Nation,6.99,23766,4.5,17+,Games,1
957,442705759,Toca Store,2.99,1595,4,4+,Education,1
958,442839435,NBC – Watch Now and Stream Full TV Episodes,0,55950,4,12+,Entertainment,1
959,443321291,CCW – Concealed Carry 50 State Guide,1.99,644,5,12+,Reference,1
960,443324720,TOEIC®テスト文法640問1,2.99,0,0,4+,Education,1
962,443354861,"Camera360 - Selfie Filter Camera, Photo Editor",0,16729,4.5,12+,Photo & Video,1
963,443369807,Hotspot Shield Free VPN Proxy & Wi-Fi Privacy,0,32499,4.5,4+,Productivity,1
964,443637419,Racing Penguin Free - Top Flying and Diving Game,0,141224,4.5,4+,Games,1
965,443646748,"Fitness Buddy+ Gym Workout Exercise, Home Trainer",2.99,10386,4.5,4+,Health & Fitness,1
966,443904275,LINE,0,11437,3.5,4+,Social Networking,1
967,443926246,驴妈妈旅游-订景点门票机票火车票特价酒店,0,30,5,4+,Travel,1
968,443932954,Calculator for iPad Free.,0,4021,4.5,4+,Utilities,1
969,444062672,NOAA Hurricane Center HD,1.99,43,3.5,4+,Weather,1
971,444553118,Jesus Calling Devotional by Sarah Young,9.99,1685,2.5,4+,Book,1
972,444553167,ADP Mobile Solutions,0,8324,4,4+,Business,1
973,444745181,Daily Audio Bible App,0.99,796,5,4+,Lifestyle,1
974,444844790,Scribblenauts Remix,0.99,86127,4.5,9+,Games,1
975,444934666,QQ,0,9109,3,12+,Social Networking,1
976,444947784,Talking Tom & Ben News for iPad,0,20988,4,4+,Entertainment,1
977,445300213,Calc for Loan,3.99,0,0,4+,Finance,1
978,445338486,LOVOO - Dating Chat,0,1985,4.5,17+,Social Networking,1
979,445375097,爱奇艺PPS -《欢乐颂2》电视剧热播,0,14844,4,17+,Entertainment,1
981,445573854,当当-正品秒杀，首单立减5元,0,65,3,4+,Shopping,1
982,445791750,Phoenix HD,0,13106,4.5,9+,Games,1
983,445850671,Zaim,0,44,4,4+,Finance,1
984,445996226,MailShot Pro- Group Email Done Right!,3.99,425,4.5,4+,Productivity,1
988,446207961,Human Anatomy Atlas – 3D Anatomical Model of the Human Body,24.99,1298,4.5,12+,Medical,1
989,446324234,欢乐斗地主•腾讯,0,403,3.5,17+,Games,1
990,446408493,Virtual Villagers 5: New Believers,0.99,309,4,9+,Games,1
993,446760220,FINAL FANTASY TACTICS: THE WAR OF THE LIONS,13.99,5180,4.5,9+,Games,1
995,447024088,自転車ナビ by NAVITIME(ナビタイム) - 自転車のナビができるアプリ,0,0,0,4+,Navigation,1
996,447149103,Reckless Getaway,0.99,18259,4.5,12+,Games,1
997,447188370,Snapchat,0,323905,2.5,12+,Photo & Video,1
998,447313708,途牛旅游-订机票酒店，查旅行景点门票,0,51,4.5,17+,Travel,1
1000,447444215,"PDF Converter - Convert Documents, Photos to PDF",4.99,1294,4.5,4+,Business,1
1001,447574907,Auto Palmistry,0,5,3,4+,Entertainment,1
1002,447610616,Muffin Knight,0.99,9302,4.5,9+,Games,1
1003,447689011,Infinity Blade II,0.99,153588,4.5,12+,Games,1
1004,447752317,Quick Scan Pro - Barcode Scanner. Deal Finder. Money Saver.,0.99,3837,4.5,4+,Productivity,1
1005,447791438,Sprinkle: Water splashing fire fighting fun!,1.99,10509,4.5,4+,Games,1
1006,447983569,Lock Photos & Video.s Vault - Passcode Protect Your Secret Photo Album & Secure Private Picture.s Folders,2.99,4697,4.5,4+,Photo & Video,1
1007,448142450,Truecaller - Spam Identification & Block,0,27791,4.5,4+,Utilities,1
1008,448165862,"MOMO陌陌-开启视频社交,用直播分享生活",0,1862,4,17+,Social Networking,1
1009,448474423,Couch to 5K® - Running App and Training Coach,2.99,3820,4.5,4+,Health & Fitness,1
1010,448639966,Pic Collage - Picture Editor & Photo Collage Maker,0,123433,5,12+,Photo & Video,1
1012,449735650,Where's My Water?,1.99,131656,4.5,4+,Games,1
1013,449945214,United Airlines,0,5748,2.5,4+,Travel,1
1014,450123799,Dictionary.com Premium Dictionary & Thesaurus for iPad,4.99,4922,4.5,4+,Reference,1
1015,450542233,Cut the Rope: Experiments,0.99,63272,4.5,4+,Games,1
1016,450555662,The Singing Machine Mobile Karaoke App,0,130,2.5,12+,Music,1
1017,450722833,ibis Paint X - speed painting,0,1933,4.5,12+,Entertainment,1
1018,450987651,VIBO RealMassager,0,6,3,4+,Health & Fitness,1
1019,451113455,Peggle Classic HD,0.99,3912,4.5,4+,Games,1
1020,451287325,Monkey Math School Sunshine,1.99,1092,4,4+,Games,1
1021,451584035,Conservative Talk Radio,2.99,2436,4.5,9+,News,1
1022,451901829,Azuki Wave,1.99,14,4,4+,Entertainment,1
1023,452176796,蘑菇街-网红直播搭配的购物特卖平台,0,558,5,17+,Shopping,1
1024,452186370,百度地图-智能的手机导航，公交地铁出行必备,0,1014,4,17+,Navigation,1
1025,452830319,"Smilebox Moments - Collages, Stickers, Filters, Frames & Animations",0.99,4510,4.5,4+,Photo & Video,1
1026,453051448,Gangstar Rio: City of Saints,6.99,14724,4.5,17+,Games,1
1027,453174055,去哪儿旅行HD-总有你要的低价,0,85,3.5,4+,Travel,1
1028,453480684,咕咚-你的跑步骑行运动社区,0,160,4.5,17+,Health & Fitness,1
1029,453546382,Photon Flash Player for iPhone - Flash Video & Games plus Private Web Browser,3.99,4676,4,17+,Utilities,1
1030,453571750,Knots 3D,1.99,3196,5,4+,Reference,1
1031,453629018,Sight Recover 3D,0.99,1,1,4+,Health & Fitness,1
1032,453670037,Kazehakase fu-ring bank - Tokoname & Nanbu,1.99,0,0,4+,Entertainment,1
1033,453691481,飞猪,0,154,4,17+,Travel,1
1034,453718989,QQ HD,0,5058,3.5,4+,Social Networking,1
1035,453809428,Bon Appetit,0,750,3.5,4+,Food & Drink,1
1036,454021277,Skins Pro Creator for Minecraft,1.99,7943,4.5,4+,Utilities,1
1037,454086751,Flick Home Run !,0.99,98851,4.5,4+,Games,1
1038,454136236,STEINS;GATE,24.99,16,4,12+,Games,1
1039,454316134,Sonic CD,0,16358,4,4+,Games,1
1041,454638411,Messenger,0,351466,3,4+,Social Networking,1
1042,454781476,Zombieville USA 2,0.99,79683,4.5,12+,Games,1
1043,454802329,F18 Carrier Landing,5.99,4656,4.5,4+,Games,1
1044,454958810,Flick Champions HD,1.99,7289,4.5,4+,Games,1
1045,454988262,Programme TV Télé Loisirs,0,23,3.5,12+,Entertainment,1
1047,455256615,White Tiles 2 : Piano Master ( Don't Hit The White Tiles 4 ) - Free Music Game,0,60,4,4+,Games,1
1048,455612214,Flashlight ◎,0,24744,4.5,4+,Business,1
1049,455650341,Real Steel,0.99,24880,4.5,9+,Games,1
1051,455826958,Pinball Arcade Plus,0.99,3716,4,9+,Games,1
1053,456229650,QQ游戏大厅HD,0,338,3.5,4+,Entertainment,1
1054,456355158,Doodle Jump FREE - BE WARNED: Insanely addictive,0,28153,4,4+,Games,1
1055,456726080,Pearson eText for Schools,0,609,2.5,4+,Education,1
1057,457446957,Jetpack Joyride,0,405647,4.5,9+,Games,1
1058,457517348,FotoRus -Camera & Photo Editor & Pic Collage Maker,0,32558,5,4+,Photo & Video,1
1059,457561360,Catholic Bible,1.99,999,4.5,4+,Reference,1
1060,457687954,Doodle Jump HD,2.99,8580,4.5,4+,Games,1
1062,457876088,ASOS,0,9725,5,4+,Shopping,1
1063,458225159,"NOAA Hi-Def Radar Pro -  Storm Warnings, Hurricane Tracker & Weather Forecast",1.99,15809,5,4+,Weather,1
1064,458272450,eHarmony™ Dating App - Meet Singles,0,11124,2.5,17+,Social Networking,1
1066,458318329,腾讯视频-欢乐颂2全网首播,0,613,4,17+,Entertainment,1
1067,458535809,Calculator ∞,2.99,1138,4.5,4+,Education,1
1068,458587755,搜狐视频-欢乐颂2 全网首播,0,774,4.5,17+,Entertainment,1
1069,458813562,"Abby Monkey® Basic Skills: Preschool and Kindergarten Kids Educational Early Learning Adventure Games.▫ TeachMe Counting, Colors, Alphabet, Math, Numbers, Shapes Sorting, Patterns, Puzzles, Learn to Read Letters for Toddler Children",2.99,358,3.5,4+,Games,1
1070,459023164,唯品会 HD 全球精选，正品特卖,0,68,4,17+,Shopping,1
1071,459035295,Top Eleven 2017 - Be a Soccer Manager,0,14104,4.5,4+,Games,1
1072,459189186,Machinarium,4.99,7919,4.5,12+,Games,1
1073,459313476,Tenuto,3.99,562,5,4+,Music,1
1074,459660048,STREET FIGHTER II COLLECTION,3.99,242,4,12+,Games,1
1076,460177396,Twitch,0,109549,4.5,12+,Entertainment,1
1077,460494135,Watch TNT,0,6856,2,17+,Entertainment,1
1078,460712294,Kids Doodle - Movie Kids Color & Draw,0,8025,4.5,4+,Games,1
1081,461123279,Written Legends: Nightmare at Sea HD (Full),4.99,234,4.5,9+,Games,1
1082,461218759,"Drum Beats+ (Rhythm Metronome, Loops & Grooves Machine)",3.99,879,4.5,4+,Music,1
1083,461390784,Real Fishing 3D,1.99,880,3.5,4+,Games,1
1084,461504587,Trello,0,2793,4.5,4+,Productivity,1
1085,461703208,高德地图（精准专业的手机地图）,0,1040,4.5,4+,Navigation,1
1086,462125072,广东移动手机营业厅-话费流量一手掌握，专属优惠定期发放,0,33,3.5,17+,Utilities,1
1087,462134755,Puppet Pals HD Director's Pass,3.99,54,4,4+,Education,1
1088,462155908,Fisheye Lens - Retro Style Fisheye Camera,1.99,2485,4.5,4+,Photo & Video,1
1090,462397814,Waking Mars,4.99,2101,4.5,9+,Games,1
1091,462638897,Fitbit,0,90496,4,4+,Health & Fitness,1
1093,462780547,Watch TBS,0,4050,2,12+,Entertainment,1
1095,463142843,twinkle,2.99,5,4,17+,Entertainment,1
1098,463240522,HISTORY Here,0,685,4,4+,Travel,1
1099,463295925,The Official DVSA Theory Test Kit for Car Drivers,4.99,0,0,4+,Education,1
1100,463422433,Meitu HD,0,2150,4.5,4+,Photo & Video,1
1102,463431091,Railway Route Search,0,5,3,4+,Navigation,1
1103,463630399,PINK Nation,0,49816,4.5,12+,Lifestyle,1
1105,463869460,Ricky Carmichael's Motocross Matchup Pro,0.99,4498,4,4+,Games,1
1107,464235764,"Phonics Island • Early Reading, Spelling & Tracing Montessori Preschool and Kindergarten Kids Learning Adventure Games by Abby Monkey® Alphabet and Letter Sounds Reader",2.99,199,3.5,4+,Education,1
1108,464309202,LotteryHUB,0,2417,3,12+,News,1
1109,464352883,Infinite Campus Mobile Portal,0,2286,2.5,4+,Education,1
1110,464660903,"Perfect Image - Pic Collage Maker, Add Text to Photo, Cool Picture Editor",0,1646,4.5,4+,Photo & Video,1
1111,465092669,NHL,0,15554,3.5,4+,Sports,1
1112,465173198,Cronometer,2.99,210,3,4+,Health & Fitness,1
1113,465694275,Zen Pinball,0,6534,4.5,9+,Games,1
1114,466252999,Green Kitchen – healthy vegetarian recipes,3.99,311,4.5,4+,Food & Drink,1
1118,466710109,HB2 PLUS,0.99,54073,5,4+,Games,1
1119,466965151,The Sims™ FreePlay,0,446880,4.5,12+,Games,1
1122,467067151,"百度糯米-电影,美食团购",0,383,4.5,17+,Lifestyle,1
1123,467329677,Mathway - Math Problem Solver,0,1854,3.5,4+,Education,1
1124,467703220,Elmo Calls,1.99,1915,4,4+,Games,1
1125,467738064,"AEO|Aerie: Jeans, Dresses, Swimsuits & Bralettes",0,6408,4,4+,Shopping,1
1126,467923185,Loopy HD,3.99,561,4,4+,Music,1
1127,467953363,Best Hunting Times,2.99,123,4,4+,Weather,1
1129,468090416,SamCard Pro-card reader&business card scanner&ocr,5.99,875,4.5,4+,Business,1
1130,468401854,Daily Classifieds for iPhone,0.99,7973,4,17+,News,1
1131,468429333,Runtastic Road Bike GPS Cycling Route Tracker PRO,4.99,3800,4.5,4+,Health & Fitness,1
1132,468564994,Tasty Planet: Back for Seconds,2.99,264,4.5,9+,Games,1
1133,468566852,Tasty Planet: Back for Seconds HD,4.99,135,4.5,9+,Games,1
1135,468674094,Scanner911 HD Police Radio Pro,3.99,204,4,12+,News,1
1136,468996152,OfferUp - Buy. Sell. Simple.,0,57348,4.5,4+,Shopping,1
1137,469024771,随手记专业版 for  iPad,0.99,240,4.5,4+,Finance,1
1138,469284907,HP All-in-One Printer Remote,0,9819,4.5,4+,Productivity,1
1139,469337564,"Adobe Acrobat Reader: View, Create, & Convert PDFs",0,20069,4,4+,Business,1
1140,469338840,飞常准Pro-全球航班查询机票酒店预订,0.99,132,4,17+,Travel,1
1142,469343097,MEGA MAN X,4.99,3099,4.5,4+,Games,1
1143,469369175,CSR Racing,0,677247,4.5,4+,Games,1
1144,469610082,Riptide GP,0.99,3883,4,4+,Games,1
1145,469622080,Math Practice - Integers,0.99,11,4,4+,Education,1
1146,469863705,Khan Academy: you can learn anything,0,5459,4,4+,Education,1
1148,469960709,Bejeweled Blitz,0,221002,4,4+,Games,1
1149,469964520,Lloyds Bank Mobile Banking,0,17,4.5,4+,Finance,1
1150,470412139,Sleepy Hollow: Mystery Legends HD (Full),4.99,168,4,9+,Games,1
1151,470412147,Poshmark: Buy & Sell Fashion,0,18035,4.5,4+,Shopping,1
1152,470578793,Secret Calculator Pro - Hide photos & videos,1.99,2504,4.5,4+,Photo & Video,1
1153,471063940,Call of Duty: Black Ops Zombies,6.99,116601,4.5,17+,Games,1
1156,471341991,Infinite Flight - Flight Simulator,4.99,7100,4.5,4+,Games,1
1157,471347413,YouNow: Live Stream Video Chat,0,12079,3.5,12+,Social Networking,1
1158,471394851,Bandsintown Concerts,0,30845,4.5,4+,Music,1
1159,471458190,Reiner Knizia's Tigris & Euphrates,4.99,1777,4.5,4+,Games,1
1161,472006138,Coach's Eye - Video Analysis,4.99,2676,4.5,4+,Sports,1
1162,472014516,"Kohl's App: Scan, Shop, Pay and Save!",0,7174,4,4+,Shopping,1
1164,472374716,Mystic Diary: Haunted Island HD (Full),4.99,76,4,9+,Games,1
1165,472642407,Trial Xtreme 2,2.99,2254,4.5,4+,Games,1
1167,472896868,Infect Them All : Vampires,0.99,826,5,12+,Games,1
1168,472937654,Puffin Web Browser,0,11677,4,17+,Utilities,1
1173,473219519,Royal Trouble: Hidden Adventures HD (Full),6.99,1690,4.5,4+,Games,1
1174,473225145,QQ邮箱,0,281,3.5,4+,Utilities,1
1176,473596157,Haunted Halloween Escape,0,11945,4.5,12+,Games,1
1178,473917761,Sleep application,0.99,21,4.5,4+,Health & Fitness,1
1180,474011277,Jurassic Park: The Game 1 HD,2.99,1483,4,12+,Games,1
1181,474121500,planetarian - Dream of Little Star -,3.99,78,5,12+,Book,1
1182,474205928,The Price is Right™ Decades,0.99,7693,4,4+,Games,1
1183,474207297,Kids A-Z,0,2887,3.5,4+,Education,1
1185,474595631,Timeshare+,1.99,1,5,4+,Finance,1
1187,474679690,BTN2Go,0,1628,2,4+,Sports,1
1189,474764934,N.O.V.A. 3 - Near Orbit Vanguard Alliance,6.99,13503,4.5,17+,Games,1
1190,474807486,FEMA,0,128,3,4+,Weather,1
1191,475249619,"My Macros+ Diet, Weight and Calorie Tracker",2.99,2334,4.5,4+,Health & Fitness,1
1193,475772902,Night Sky,0,12122,4.5,4+,Reference,1
1194,475820434,Notion,14.99,929,4,4+,Music,1
1195,475966832,同程旅游-中国汽车票自助周边游海外跟团订票,0,57,4,4+,Travel,1
1196,475976577,Perfect365 - Custom makeup designs and beauty tips,0,19540,4.5,4+,Lifestyle,1
1197,476312888,"Photo Lab PRO HD: frames for pictures, face sketch",4.99,10754,4.5,12+,Photo & Video,1
1198,476467441,Midway Arcade,0.99,7639,4,12+,Games,1
1199,476508724,A Charlie Brown Christmas + iMessage Sticker Pack!,5.99,6420,4.5,4+,Book,1
1200,476550251,SPI言語 【Study Pro】,2.99,0,0,4+,Education,1
1201,476553281,Toca Kitchen,2.99,3686,4,4+,Education,1
1202,476555713,Alarm Clock HD Free - Digital Alarm Clock Display,0,54496,4.5,4+,Utilities,1
1205,477091899,Cougar Dating & Life Style App for Mature Women,0,213,4.5,17+,Social Networking,1
1206,477120941,iDoceo - teacher's assistant gradebook and planner,11.99,768,4.5,4+,Education,1
1208,477128284,"Etsy: Shop Handmade, Vintage & Creative Goods",0,30434,4.5,4+,Shopping,1
1209,477537958,Microsoft OneDrive – File & photo cloud storage,0,12797,4,4+,Productivity,1
1210,477618130,Socrative Student,0,581,3,4+,Education,1
1212,477707236,Bubble Mags,0.99,49,4.5,4+,Games,1
1213,477891975,Train Drive ATS,3.99,233,4.5,4+,Games,1
1214,477927812,百度贴吧-全球最大兴趣交友社区,0,2860,4,17+,Social Networking,1
1216,478126577,Merriam-Webster Dictionary & Thesaurus,4.99,2843,4.5,4+,Reference,1
1218,478396998,NCAA Sports,0,636,2,4+,Sports,1
1219,478523928,Rebuild,2.99,4095,4.5,12+,Games,1
1220,478618165,"Chefkoch - Rezepte, Kochen, Backen & Kochbuch",0,20,4,12+,Food & Drink,1
1221,478643661,Handy Art Reference Tool,1.99,250,4.5,4+,Education,1
1222,478862935,Runtastic Mountain Bike Ride & Route Tracker PRO,4.99,1520,4.5,4+,Health & Fitness,1
1224,479067148,The Moron Test 2,0.99,1801,4,4+,Entertainment,1
1225,479159684,My au,0,0,0,4+,Utilities,1
1226,479206805,激Jパチスロ 2027,9.99,0,0,12+,Games,1
1227,479243891,"Montessori Letter Sounds - Phonics in English, Spanish, French, German & Italian",3.99,41,3.5,4+,Education,1
1228,479280326,⋆Solitaire,0,106398,4.5,4+,Games,1
1230,479516143,Minecraft: Pocket Edition,6.99,522012,4.5,9+,Games,1
1231,479528827,Photomontage : PhotoLayers for iPhone,0.99,67,4.5,4+,Photo & Video,1
1232,479536744,Bejeweled Classic,0,183259,4.5,4+,Games,1
1233,479662730,Grand Theft Auto III,4.99,26547,4,17+,Games,1
1234,479665601,iZip Pro - Zip Unzip Unrar Tool,5.99,378,4,4+,Utilities,1
1235,479889140,DreamZ - Lucid Dreaming. Control your dreams!,3.99,242,4,4+,Games,1
1236,479943969,TETRIS®,1.99,8480,4,4+,Games,1
1237,480079300,58同城-招聘找工作兼职租房软件,0,34,4,17+,Lifestyle,1
1238,480090210,BarcodeReader「ICONIT」,0,0,0,4+,Productivity,1
1239,480102733,Awesome Calendar - Personal Planner,9.99,4962,4.5,4+,Productivity,1
1240,480219484,iLearn: US States,1.99,204,4.5,4+,Education,1
1241,480375355,The Bard's Tale,2.99,4746,4.5,12+,Games,1
1242,480688850,Snow Day Calculator,0.99,160,2.5,4+,Weather,1
1243,480805652,TETRIS® FREE,0,3383,3.5,4+,Games,1
1245,480883488,Canvas by Instructure,0,19981,4.5,4+,Education,1
1246,481028647,Ice Rage,1.99,11190,4.5,4+,Games,1
1247,481033328,英単語ターゲット1900（5訂版）,4.99,0,0,4+,Education,1
1250,481587094,秒拍-超火爆短视频分享平台,0,84,4,17+,Photo & Video,1
1252,481623941,Toca Hair Salon - Christmas Gift,0,8049,4,4+,Education,1
1253,481679745,Pocket Earth PRO Offline Maps & Travel Guides,4.99,748,4.5,4+,Navigation,1
1254,481914139,Yahoo!防災速報 - 地震や豪雨など災害情報をいち早く通知,0,0,0,4+,Weather,1
1255,481964944,PolyFrame - All In One Collage Maker,1.99,219,4,4+,Photo & Video,1
1256,482066631,Roku,0,16867,4.5,4+,Entertainment,1
1257,482158461,French Belote,2.99,39,4.5,4+,Games,1
1258,482361332,Deluxe Moon Pro - Moon Phases Calendar,2.99,3312,5,4+,Weather,1
1259,482365195,Kinectimals,2.99,1336,4,4+,Games,1
1260,482380153,Santa's Naughty or Nice Scan-O-Matic Free,0,632,3.5,4+,Entertainment,1
1261,482465886,Video Compressor,1.99,108,4,4+,Photo & Video,1
1262,482475948,Math Evolve: A Fun Math Game For Kids,1.99,236,4.5,4+,Education,1
1263,482669234,Intro Designer for iMovie and Youtube,2.99,1484,4.5,9+,Photo & Video,1
1264,482688777,Jurassic Park: The Game 2 HD,2.99,341,4,12+,Games,1
1265,482728980,BookShout: Read eBooks & Track Your Reading Goals,0,879,4,12+,Book,1
1268,482910640,Wars of the Roses - Rosenkönig,0.99,115,4,4+,Games,1
1269,482917268,PetitLyrics,0,0,0,4+,Music,1
1270,483049169,Motion Math: Hungry Fish,2.99,1294,4,4+,Education,1
1271,483161617,270toWin,0,141,3.5,4+,Education,1
1272,483336864,Quick Scan - QR Code Reader,0,4783,4.5,4+,Utilities,1
1273,483353496,Tap the Frog,1.99,4802,5,4+,Games,1
1274,483910781,Ultimate Food Value Diary - Diet & Weight Tracker,3.99,2618,4.5,4+,Health & Fitness,1
1275,484090401,Akinator the Genie,1.99,26333,4.5,12+,Entertainment,1
1277,485126024,DoubleDown Casino & Slots  – Vegas Slot Machines!,0,101599,4,12+,Games,1
1278,485246824,Cytus,1.99,7925,5,4+,Games,1
1279,485534181,Dictionary ( قاموس عربي / انجليزي + ودجيت الترجمة),3.99,1112,4.5,4+,Reference,1
1280,486154808,Weather Underground: Custom Forecast & Local Radar,0,49192,4.5,4+,Weather,1
1281,486221305,Where is Santa - Santa Tracker,0.99,92,3.5,4+,Entertainment,1
1282,486270850,Where is Santa Lite - Santa Tracker,0,1085,4,4+,Entertainment,1
1283,486355738,Halifax Mobile Banking,0,8,4.5,4+,Finance,1
1284,486645049,Calculator‰,0,36879,4.5,4+,Utilities,1
1285,486692623,"""Burn your fat with me!!""",1.99,302,4.5,17+,Health & Fitness,1
1286,486717857,Lep's World Free - platformer games,0,38075,4.5,4+,Games,1
1287,486744917,国美在线 – 新人免费领200元优惠券,0,0,0,17+,Shopping,1
1288,486947533,Airport Scanner,1.99,12701,4.5,12+,Games,1
1289,487119327,Head Soccer,0,481564,5,4+,Games,1
1290,487126596,Calculator HD,1.99,1883,4.5,4+,Utilities,1
1291,487127942,Calculator HD Free,0,14986,4.5,4+,Utilities,1
1292,487162791,Spanish Word Wizard : Spanish Talking Movable Alphabet with Spell Check + Spelling Tests,2.99,8,3.5,4+,Education,1
1293,487250856,Lep's World Plus - super best platformer games,0.99,30830,4.5,4+,Games,1
1294,487285735,Vudu - Movies & TV,0,4052,2,12+,Entertainment,1
1296,487608658,QQ阅读-拥有海量原著小说的电子书阅读器,0,180,3,17+,Book,1
1297,487767194,Mad Skills BMX,0.99,2547,4.5,9+,Games,1
1298,487922291,Eventbrite - Local Events & Fun Things To Do Near Me,0,2353,4,4+,Entertainment,1
1299,487946174,Gumtree Classifieds: Buy & Sell - Local for Sale,0,72,4,12+,Shopping,1
1300,488627858,Draw Something,2.99,360974,4.5,4+,Games,1
1301,488818252,Chick-fil-A,0,5665,3.5,4+,Food & Drink,1
1302,489185828,happn — Dating app — Find and meet your crush,0,20546,4.5,17+,Lifestyle,1
1303,489221652,Barefoot World Atlas,4.99,1161,3.5,4+,Reference,1
1304,489321253,Action Movie FX,0,101222,4.5,9+,Entertainment,1
1305,489479624,Hatchi - A retro virtual pet,0.99,14381,4.5,4+,Games,1
1307,489833171,Visage makeup editor plus photo teeth whitener,0,5767,4,4+,Photo & Video,1
1308,490077681,Baby Monitor 3G,3.99,658,4.5,4+,Lifestyle,1
1309,490109661,Fingle,1.99,397,4.5,9+,Games,1
1310,490129379,Fresh Tracks Snowboarding,0,10107,4.5,4+,Games,1
1311,490152130,A Brief History of the World,3.99,280,4,4+,Games,1
1312,490217893,iTunes U,0,15801,4,4+,Education,1
1313,490470296,SPI非言語 【Study Pro】,2.99,0,0,4+,Education,1
1315,490979746,Visage Lab PRO HD: perfect makeup plus face editor,4.99,1760,4.5,4+,Photo & Video,1
1316,491033889,HOOP J for Basketball Scores,6.99,0,0,4+,Sports,1
1317,491075156,LEGO® Juniors Create & Cruise,0,6152,4,4+,Games,1
1318,491126018,My Sprint Mobile,0,2238,2,4+,Utilities,1
1319,491594445,BIG WIN Basketball,0,12669,4,12+,Games,1
1320,491629188,まっぷるリンク - 旅行ガイドを丸ごとアプリで持ち歩き,0,0,0,4+,Travel,1
1321,491730359,The CW,0,97368,4.5,12+,Entertainment,1
1322,491899548,Pocket League Story,4.99,357,4,4+,Games,1
1323,491907493,ABRSM Aural Trainer Grades 1-5,7.99,0,0,4+,Education,1
1324,491998279,Articulation Station Pro,59.99,294,4.5,4+,Education,1
1325,492076105,iCalendar,2.99,2300,4.5,4+,Productivity,1
1327,492262759,iPaint uPaint,0,29,4.5,4+,Games,1
1328,492502649,Cape Creator for Minecraft,1.99,718,2.5,4+,Utilities,1
1329,492571492,Jurassic Park: The Game 4 HD,2.99,256,4,12+,Games,1
1330,492671847,NightShooting,0,9,2.5,4+,Photo & Video,1
1331,493136154,"Clear – Tasks, Reminders & To-Do Lists",4.99,7521,4,4+,Productivity,1
1332,493145008,Headspace,0,12819,5,4+,Health & Fitness,1
1333,493226494,edjing Mix:DJ turntable to remix and scratch music,0,13580,4.5,4+,Music,1
1335,493536432,Hundreds,2.99,873,4,4+,Games,1
1336,493619333,MLB.com At Bat,0,21830,3.5,4+,Sports,1
1337,493849232,Machine World,1.99,3875,4.5,4+,Games,1
1339,493912733,Adrian James 6 Pack Abs Workout,2.99,114,4.5,4+,Health & Fitness,1
1340,494302506,Scotland Yard,3.99,824,4.5,4+,Games,1
1341,494407419,Either,0.99,89,3,12+,Games,1
1343,494776019,中华万年历-2亿用户首选的日历软件,0,598,5,12+,Utilities,1
1344,494833223,Highway Rider,0,164377,4.5,12+,Games,1
1345,494906425,Who Deleted Me? for Facebook,0.99,118,1.5,4+,Social Networking,1
1346,495077699,"Math Duel - Two Player Split Screen Mathematical Game for Kids and Adults Training - Addition, Subtraction, Multiplication and Division!",2.99,203,4.5,4+,Education,1
1347,495130365,mememo(ミーメモ)ダイエット〜生理日予測まで女性サポート,0,7,4,4+,Health & Fitness,1
1348,495546638,"Thermo-Hygrometer (Barometer, Feels Like, THI)",1.99,1043,4.5,4+,Weather,1
1349,495583717,Jigsaw Puzzle,0,138726,4.5,4+,Games,1
1350,495680460,Toca House,2.99,3048,4,4+,Education,1
1351,496177674,Voice Dream Reader,14.99,1343,4.5,17+,Education,1
1352,496191902,Flight!,0.99,1411,4.5,4+,Games,1
1353,496218553,Tom's Love Letters,0,27711,4,4+,Entertainment,1
1354,496438671,Real Fishing 3D Free,0,5131,4,4+,Games,1
1355,496499395,Guess The Person? HD,0.99,1227,4.5,4+,Games,1
1356,497088907,Mystery Case Files: 13th Skull HD - A Hidden Object Adventure (Full),6.99,718,4,9+,Games,1
